strain	Molecule ChEMBL ID	NAME	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pIC50	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties
Staphylococcus aureus	CHEMBL4560364	CHEMBL4560364	0	817,74	1	4,88	AIK-28/35	CN(C)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4cnc5ccccc5c4)cc3)cn2C)cn1C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	MIC	'='	1,0	nM	9,0		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4542819	CHEMBL4542819	0	541,55	None	None	CF-0072		MIC	'='	59,0	nM	7,2		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513150	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4583996	CHEMBL4583996	0	290,32	1	5,01	170677606	O=[N+]([O-])c1ccccc1-c1ccccc1Nc1ccccc1	MIC	'='	55,0	nM	7,3		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513137	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL119	TRIMETREXATE	4	369,43	0	2,74	MMV1580173	COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC	MIC	'='	1250,0	nM	5,9			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4516849	CHEMBL4516849	0	737,65	1	4,06	AIK-30/31	Cn1cc(NC(=O)c2ccc(/C=C/c3cnc4ccccc4c3)cc2)cc1C(=O)NCCN1CCOCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	MIC	'='	3,0	nM	8,5		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4563361	CHEMBL4563361	0	924,93	2	5,58	AIK-30/26/2	CC(C)CCc1sc(NC(=O)c2cc(NC(=O)c3cc(NC(=N)c4cnc5ccccc5c4)cn3C)cn2C)nc1C(=O)NCCCN(C)C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	MIC	'='	1,0	nM	9,0		Non standard unit for type	"Median N= 2; Range 4 - 1  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4529634	CHEMBL4529634	0	429,95	0	3,95	MC251HCl	CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3.Cl	MIC	'='	74,0	nM	7,1		Non standard unit for type	"Median N= 2; Range >32 - 32  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513135	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL3637896	MMV688371	0	449,77	1	5,83	MMV688371	NCCN(C(=O)c1ccc(Cl)cc1Cl)c1ccc(OCc2ccc(Cl)cc2)cc1	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513149	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4530837	CHEMBL4530837	0	476,2	0	4,13	MMV688271	Cl.Cl.N=C(N)Nc1ccc(-c2ccc(-c3ccc(N=C(N)N)c(Cl)c3)o2)cc1Cl	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513149	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL31	GATIFLOXACIN	4	375,4	0	1,98	SAM002589955	COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12	MIC	'='	312,5	nM	6,5			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL3921443	CHEMBL3921443	0	274,28	0	1,6	MCC_008280:001	Cc1ccc(CCNC(=O)c2ncc([N+](=O)[O-])[nH]2)cc1	MIC	'='	116,0	nM	6,9		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513134	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL240163	PAZUFLOXACIN	3	318,3	0	1,74	SAM001246742	C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	MIC	'='	625,0	nM	6,2			"Median N= 2; Range 1.25 - 0.625  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4533782	CHEMBL4533782	0	326,26	0	2,19	MCC_008317:001	CN(Cc1ccc(OC(F)F)cc1)C(=O)c1ncc([N+](=O)[O-])[nH]1	MIC	'='	49,0	nM	7,3		Non standard unit for type	"Median N= 2; Range 32 - 16  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513134	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4569288	CHEMBL4569288	0	867,8	1	4,28	AIK-28/54	COc1ccc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCN5CCC(OC)CC5)n(C)c4)n(C)c3)cn2)cc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	MIC	'='	1,0	nM	9,0		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4530472	CHEMBL4530472	0	389,46	0	4,04	MMV1579788	Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)C(C)(C)C(=O)N3)oc2ccccc12	MIC	'='	1250,0	nM	5,9			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4586465	CHEMBL4586465	0	778,81	2	3,29	AIK-16/70(3)	CC(C)c1sc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC=O)cn4C)cn3C)cn2C)nc1C(=O)NCCCN(C)C.O=C(O)C(F)(F)F	MIC	'='	20,0	nM	7,7		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL2109740	CHEMBL2109740	0	377,49	0	3,46	MMV687703	COc1cccc(-c2nc3c(N4CCCC4)cccc3n2CC2CCCN2)n1	MIC	'='	10000,0	nM	5,0			"Median N= 2; Range >10 - 10  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513149	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4574320	CHEMBL4574320	0	671,96	2	6,04	11	CCN/C(=N\CCCN(C)C)OC(=O)/C(CCC=C(C)C)=C1/C2C[C@@H](O)C3[C@@]4(C)CC[C@@H](O)[C@@H](C)C4CC[C@]3(C)[C@@]2(C)C[C@@H]1OC(C)=O	MIC	'='	12,0	nM	7,9		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513152	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL359744	DOXORUBICIN HYDROCHLORIDE	4	579,99	3	0	SAM001246768	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL1256723	DOXYCYCLINE HYDROCHLORIDE	0	480,9	1	-0,35	MMV000011	C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl	MIC	'='	156,3	nM	6,8			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513149	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL2178289	BDBM50399402	0	248,26	0	2,86	MMV1580854	CCc1cc(O)c(Oc2cccnc2N)cc1F	MIC	'='	1250,0	nM	5,9			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL488937	CG-400549	2	340,45	0	3,47	MMV1578557	Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O	MIC	'='	625,0	nM	6,2			"Median N= 2; Range 1.25 - 0.625  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4565444	CHEMBL4565444	0	663,06	None	None	mcub4		MIC	'='	6,0	nM	8,2		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513157	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4555694	CHEMBL4555694	0	683,81	1	4,3	AIK-28/82	COCCOC1CCN(CCNC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(/C=C/c5ccc(OC)cc5)nc4)cn3C)cn2C)CC1	MIC	'='	3,0	nM	8,5		Non standard unit for type	"Median N= 2; Range 4 - 2  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4529581	CHEMBL4529581	0	681,67	1	4,1	AIK-29/70	COc1cccc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cc2)c1.O=C(O)C(F)(F)F	MIC	'='	6,0	nM	8,2		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL2364635	TAFENOQUINE SUCCINATE	4	581,59	1	5,91	MMV000043	COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1.O=C(O)CCC(=O)O	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL158918	D4532	0	563,99	2	1,03	SAM002589992	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N)C(O)C(C)O1.Cl	MIC	'='	5000,0	nM	5,3			"Median N= 2; Range 10 - 5  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL849	TRICLOSAN	4	289,55	1	5,14	SAM002554907	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	MIC	'='	2500,0	nM	5,6			"Median N= 2; Range 10 - 2.5  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4577207	CHEMBL4577207	0	720,36	None	None	CF-0282		MIC	'='	1,0	nM	9,0		Non standard unit for type	"Median N= 2; Range 2 - 1  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513150	40	CO-ADD antimicrobial screening data			None	
